1:Del:C:0	1:Del:C:1	1:Del:C:2	1:Del:C:3	1:Del:C:4	1:Del:C:5	1:Del:T:0	1:Del:T:1	1:Del:T:2	1:Del:T:3	1:Del:T:4	1:Del:T:5	1:Ins:C:0	1:Ins:C:1	1:Ins:C:2	1:Ins:C:3	1:Ins:C:4	1:Ins:C:5	1:Ins:T:0	1:Ins:T:1	1:Ins:T:2	1:Ins:T:3	1:Ins:T:4	1:Ins:T:5	2:Del:R:0	2:Del:R:1	2:Del:R:2	2:Del:R:3	2:Del:R:4	2:Del:R:5	3:Del:R:0	3:Del:R:1	3:Del:R:2	3:Del:R:3	3:Del:R:4	3:Del:R:5	4:Del:R:0	4:Del:R:1	4:Del:R:2	4:Del:R:3	4:Del:R:4	4:Del:R:5	5:Del:R:0	5:Del:R:1	5:Del:R:2	5:Del:R:3	5:Del:R:4	5:Del:R:5	2:Ins:R:0	2:Ins:R:1	2:Ins:R:2	2:Ins:R:3	2:Ins:R:4	2:Ins:R:5	3:Ins:R:0	3:Ins:R:1	3:Ins:R:2	3:Ins:R:3	3:Ins:R:4	3:Ins:R:5	4:Ins:R:0	4:Ins:R:1	4:Ins:R:2	4:Ins:R:3	4:Ins:R:4	4:Ins:R:5	5:Ins:R:0	5:Ins:R:1	5:Ins:R:2	5:Ins:R:3	5:Ins:R:4	5:Ins:R:5	2:Del:M:1	3:Del:M:1	3:Del:M:2	4:Del:M:1	4:Del:M:2	4:Del:M:3	5:Del:M:1	5:Del:M:2	5:Del:M:3	5:Del:M:4	5:Del:M:5
PD41853_6	10	 6	 4	 2	 1	 3	 8	 7	 4	 4	 3	24	 1	 1	 0	 0	 0	 2	 1	 5	 0	 3	 0	70	 4	 3	 1	 1	 0	 0	 0	 9	 0	 0	 1	 0	 0	 3	 0	 0	 0	 0	 3	 1	 0	 0	 0	 0	 1	 1	 1	 0	 3	 2	 1	 1	 1	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 3	 3	 0	 0	 0	 4	 1	 2	 1	 0	 0
PD41853_7	 6	 6	11	 1	 0	 1	 5	 3	 6	 5	 7	26	 2	 0	 1	 0	 0	 1	 3	 2	 0	 1	 0	69	 1	 5	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 2	 1	 0	 0	 0	 4	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 4	 2	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 5	 0	 0	 0	 0	 2	 0	 2	 0	 0	 1	 1	 0	 2	 1	 0
PD41853_8	 8	10	 3	 2	 0	 2	 9	 4	 2	 3	 4	29	 3	 2	 0	 0	 0	 3	 0	 2	 1	 1	 0	56	 1	 2	 1	 0	 0	 1	 1	 3	 0	 0	 2	 0	 0	 3	 1	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 3	 0	 0	 0	 3	 0	 2	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 4	 0	 0	 1	 1	 0	 0	 0	 0
PD41853_9	 8	 6	 3	 2	 1	 0	 9	 7	 6	 4	 1	21	 2	 1	 0	 0	 0	 1	 1	 5	 2	 0	 1	49	 0	 8	 1	 0	 1	 0	 0	 7	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 2	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 3	 2	 4	 0	 1	 0	 2	 3	 1	 1	 0
PD42833_1	  3	  7	  2	  0	  0	  3	  7	  3	  4	  3	  3	 41	  2	  1	  0	  0	  1	  4	  2	  4	  1	  1	  1	124	  0	  3	  0	  0	  0	  1	  1	  3	  0	  0	  0	  0	  0	  6	  0	  0	  0	  0	  2	  2	  0	  0	  1	  0	  3	  2	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  3	  1	  1	  0	  1	  2	  3	  2	  1	  0	  0
PD42833_2	 9	 1	 5	 2	 0	 2	 2	 1	 5	 2	 3	34	 5	 0	 0	 0	 0	 1	 2	 1	 1	 1	 2	94	 1	 3	 1	 1	 0	 2	 1	 5	 2	 0	 0	 0	 0	 3	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 1	 3	 0	 2	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 4	 0	 0	 0	 0	 4	 1	 3	 0	 0	 2	 2	 3	 1	 1	 0
PD42833_3	 5	 1	 0	 0	 1	 0	 2	 1	 2	 1	 0	23	 0	 0	 0	 0	 0	 0	 0	 3	 1	 2	 1	44	 0	 3	 1	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 2	 0	 1
PD42833_4	0	2	0	0	0	0	1	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PD42833_5	 1	 3	 0	 1	 0	 0	 2	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	11	 0	 2	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0
PD42833_7	1	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
PD42833_8	 3	 1	 0	 1	 0	 1	 2	 1	 0	 5	 1	21	 1	 0	 0	 0	 1	 3	 0	 3	 1	 0	 1	36	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 3	 0	 1	 1	 0	 0	 0	 0	 1	 1	 2
PD42833_9	 0	 1	 0	 0	 0	 0	 0	 0	 2	 1	 1	 6	 1	 0	 0	 0	 0	 0	 1	 1	 0	 2	 0	17	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0
PD42834_1	 6	 3	 2	 0	 2	 1	 6	 3	 2	 1	 2	24	 2	 1	 0	 0	 0	 1	 1	 3	 1	 0	 1	78	 0	 4	 3	 0	 0	 2	 0	 1	 1	 0	 1	 0	 0	 2	 0	 0	 0	 0	 3	 1	 1	 0	 0	 0	 1	 1	 0	 0	 0	 3	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 5	 1	 1	 0	 1	 4	 2	 1	 0	 0	 3
PD42834_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PD42834_11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PD42834_12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD42834_13	0	0	0	0	1	0	1	0	1	0	0	6	1	0	0	0	0	0	0	1	0	1	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
PD42834_2	10	 6	 5	 1	 1	 1	 3	 2	 2	 6	 3	16	 1	 0	 0	 0	 0	 0	 2	 0	 0	 2	 0	49	 0	 1	 2	 2	 0	 1	 1	 1	 0	 0	 0	 1	 0	 1	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 2	 2	 0	 0	 1	 3	 0	 1	 2	 0	 0	 0	 1	 0	 0	 0	 0	 1	 1	 3	 0	 1	 0	 0	 4	 0	 1	 0	 2	 4	 0	 2	 1	 0	 0
PD42834_3	 5	 4	 2	 2	 1	 1	 3	 4	 3	 1	 2	24	 1	 1	 0	 0	 0	 1	 2	 2	 0	 2	 1	59	 1	 3	 1	 0	 0	 3	 1	 3	 0	 1	 0	 0	 0	 0	 1	 2	 0	 0	 3	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 4	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 2	 0	 3	 0	 0	 0	 0	 2	 1	 0	 0	 0	 3	 1	 3	 2	 0	 1
PD42834_4	 4	 5	 1	 0	 0	 0	 3	 1	 2	 1	 3	15	 3	 0	 1	 0	 0	 3	 0	 1	 1	 0	 0	38	 1	 1	 0	 1	 0	 0	 1	 0	 1	 0	 1	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 3	 0	 0	 0	 0	 4	 0	 0	 0	 2	 0	 2	 1	 3	 0	 2
PD42834_5	 5	 0	 0	 0	 1	 0	 3	 1	 3	 1	 2	25	 1	 0	 0	 0	 0	 1	 2	 6	 0	 0	 0	47	 0	 2	 0	 1	 0	 1	 0	 1	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 2	 1	 1	 0	 1	 5	 3	 0	 1	 0	 2
PD42834_6	 5	 4	 0	 1	 0	 1	 7	 3	 3	 1	 4	10	 1	 0	 0	 0	 1	 2	 1	 3	 0	 0	 2	52	 3	 5	 0	 0	 0	 1	 0	 2	 0	 0	 0	 0	 0	 4	 0	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 1	 0	 3	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 6	 0	 1	 0	 2	 0	 0	 0	 0	 2	 0
PD42834_7	 4	 4	 2	 0	 0	 1	 2	 4	 1	 2	 4	20	 1	 0	 0	 0	 1	 2	 0	 1	 1	 1	 1	59	 1	 3	 1	 1	 0	 1	 1	 1	 1	 0	 0	 0	 0	 6	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 1	 1	 1	 0	 2	 3	 0	 1	 1	 0	 0	 0	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 2	 4	 2	 1	 1	 3
PD42834_9	1	0	1	1	0	0	0	0	1	2	1	4	0	0	1	0	0	1	2	1	0	0	0	3	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	0	4	0	1	2	1	1	0	3	4
PD42835_1	 2	 8	 1	 2	 0	 1	 4	 5	 4	 1	 2	18	 2	 2	 0	 0	 1	 0	 0	 1	 1	 1	 1	42	 2	 4	 1	 1	 0	 0	 0	 2	 1	 0	 0	 0	 0	 2	 0	 0	 0	 0	 2	 1	 0	 0	 0	 0	 2	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 2	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 1	 0	 1	 2
PD42835_11	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
PD42835_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD42835_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PD42835_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD42835_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD42835_17	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD42835_2	 8	 7	 4	 3	 2	 0	 7	 1	 9	 2	 4	 9	 1	 1	 1	 1	 0	 3	 1	 0	 1	 1	 1	38	 0	 3	 1	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 4	 0	 1	 0	 0	 0	 0	 0	 0	 0	 1	 1	 2	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 3	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 1	 1	 0	 0
PD42835_3	 6	 3	 2	 1	 0	 1	 7	 3	 1	 7	 6	16	 2	 0	 1	 0	 1	 2	 0	 0	 2	 0	 2	41	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 2	 1	 1	 0	 0	 0	 2	 0	 1	 0	 2	 4	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 2	 2	 0	 2	 2
PD42835_4	 8	 4	 1	 0	 2	 1	 8	 4	 0	 4	 5	 9	 4	 0	 0	 0	 1	 1	 0	 3	 0	 0	 1	17	 1	 1	 1	 0	 0	 0	 0	 3	 0	 2	 0	 0	 0	 2	 1	 0	 0	 0	 3	 2	 0	 0	 0	 0	 2	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 3	 0	 0	 0	 0	 1	 0	 0	 0	 1	 2	 2	 1	 0	 0	 2
PD42835_5	 7	 7	 0	 0	 0	 1	 3	 2	 0	 7	 2	13	 4	 0	 0	 1	 0	 0	 1	 2	 3	 1	 0	28	 1	 3	 1	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 1	 1	 1	 0	 0	 0	 3	 0	 0	 0	 0	 3	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 2	 0	 0	 0	 0	 4	 1	 0	 2	 0	 1	 4	 0	 0	 1	 0
PD42835_6	 2	 8	 2	 1	 1	 0	 4	 6	 3	 6	 6	 8	 7	 1	 0	 1	 0	 0	 1	 3	 0	 0	 1	30	 0	 2	 1	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 5	 0	 0	 1	 0	 0	 1	 1	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 0	 1	 0	 1	 1	 0	 0	 1	 0	 0	 1	 0	 1	 0	 0
PD42835_7	 7	 4	 4	 1	 1	 2	 3	 3	 2	 3	 3	19	 1	 0	 0	 0	 0	 1	 0	 4	 1	 1	 1	29	 2	 1	 1	 0	 0	 1	 0	 3	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 1	 1	 2	 0	 0	 2	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 7	 1	 0	 0	 0	 2	 0	 0	 0	 1	 4	 1	 3	 0	 1	 0
PD42835_8	 4	 7	 1	 2	 2	 1	 5	 9	 5	 2	 1	 5	 0	 1	 1	 1	 0	 2	 1	 1	 0	 1	 0	26	 3	 1	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 1	 1	 0	 0	 3	 0	 1	 3	 1	 0	 1
PD42835_9	 6	 3	 4	 2	 0	 0	 5	 4	 2	 4	 3	14	 2	 0	 0	 0	 0	 0	 1	 7	 3	 0	 0	23	 1	 6	 0	 1	 0	 0	 0	 2	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 1	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 3	 0	 0	 2	 3	 2	 0	 1	 0
PD43400_1	 8	 6	 2	 1	 0	 2	 4	 4	 3	 3	 1	27	 0	 1	 0	 0	 2	 1	 1	 6	 0	 1	 0	81	 1	 4	 1	 1	 0	 1	 0	 2	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 2	 2	 1	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 2	 2	 1	 0	 0	 0	 1
PD43400_2	 8	 4	 3	 1	 3	 0	13	 5	 4	 5	 1	22	 1	 1	 0	 0	 0	 1	 4	 6	 1	 1	 1	75	 1	 1	 0	 1	 0	 1	 1	 1	 1	 0	 0	 1	 1	 2	 1	 0	 0	 1	 3	 0	 2	 0	 0	 0	 1	 1	 0	 1	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 2	 0	 0	 0	 0	 1	 0	 0	 1	 2	 2	 4	 1	 1	 0	 1
PD43400_3	  4	  6	  3	  0	  2	  2	  3	  3	  2	  2	  3	 34	  2	  1	  0	  2	  1	  6	  3	  5	  1	  0	  0	125	  1	  3	  0	  0	  0	  2	  2	  3	  0	  0	  0	  0	  1	  2	  1	  0	  0	  0	  0	  2	  0	  0	  1	  0	  0	  1	  0	  0	  1	  3	  1	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  1	  0	  0	  0	  0	  2	  0	  3	  1	  0	  1	  4	  2	  1	  0	  0
PD43400_4	  7	  4	  1	  2	  1	  5	  8	  2	  4	  3	  4	 32	  4	  1	  1	  0	  1	  3	  2	  4	  1	  1	  3	102	  0	  0	  2	  0	  0	  0	  1	  2	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  2	  2	  2	  0	  1	  0	  1	  0	  1	  0	  0	  4	  0	  2	  0	  0	  0	  1	  0	  1	  0	  0	  0	  0	  1	  0	  1	  0	  0	  0	  2	  1	  1	  0	  1	  1	  4	  4	  1	  0	  2
PD43400_5	 10	  6	  7	  2	  0	  0	  7	  3	  4	  9	  8	 39	  3	  0	  0	  0	  2	  5	  1	  2	  2	  2	  2	133	  1	  0	  3	  0	  0	  2	  0	  6	  2	  1	  0	  0	  0	  5	  0	  0	  0	  0	  4	  0	  0	  0	  0	  0	  1	  1	  1	  0	  1	  6	  0	  2	  0	  0	  0	  0	  1	  1	  0	  0	  0	  0	  1	  4	  0	  0	  0	  0	  0	  2	  2	  1	  2	  3	  5	  3	  1	  1	  1
PD43400_7	 6	 2	 2	 0	 1	 0	 5	 1	 1	 1	 2	20	 3	 0	 0	 0	 0	 3	 3	 1	 0	 2	 0	54	 0	 0	 0	 0	 0	 0	 0	 1	 2	 0	 0	 0	 1	 0	 0	 0	 0	 0	 2	 3	 2	 1	 0	 0	 0	 1	 1	 0	 0	 3	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 3	 0	 0	 2	 0	 1	 2	 1	 2	 0	 0
PD43400_8	 1	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 4	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	10	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1
PD43400_9	 4	 4	 1	 1	 0	 0	 2	 4	 4	 6	 1	24	 2	 0	 1	 0	 0	 1	 0	 1	 1	 0	 1	81	 1	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 3	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0	 1	 1	 0	 0	 0	 0	 1	 0
PD43401_1	 2	 3	 1	 3	 0	 0	 2	 0	 1	 1	 0	 2	 0	 1	 0	 0	 0	 0	 0	 0	 0	 1	 0	19	 0	 1	 1	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 2	 0	 0	 0
PD43401_2	 2	 5	 2	 0	 0	 2	 4	 1	 1	 0	 1	 3	 4	 1	 0	 0	 0	 0	 0	 1	 1	 1	 0	27	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 1	 0	 1
PD43401_3	 5	 4	 1	 0	 0	 0	 1	 1	 5	 3	 0	 5	 1	 1	 0	 1	 0	 0	 0	 1	 1	 1	 0	18	 0	 3	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 1	 2	 0	 0	 0	 1
PD43401_4	 4	 4	 2	 1	 1	 0	 3	 0	 3	 1	 2	 6	 0	 0	 1	 0	 0	 1	 0	 5	 2	 1	 1	35	 0	 1	 0	 2	 0	 1	 2	 5	 0	 0	 0	 0	 2	 1	 0	 0	 0	 0	 2	 1	 0	 0	 0	 0	 1	 1	 0	 0	 0	 2	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 1	 0	 2	 0	 0	 2	 1	 0	 3	 1	 0
PD43401_5	10	 3	 4	 0	 0	 1	 4	 3	 3	 4	 1	 5	 0	 0	 0	 0	 0	 0	 0	 5	 4	 0	 0	35	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 2	 0	 0	 0	 0	 2	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 2	 0	 1	 1	 1	 1	 3	 1	 0	 0	 1
PD43401_7	 0	 2	 0	 0	 0	 0	 7	 1	 2	 1	 1	 8	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	18	 0	 0	 1	 0	 0	 0	 0	 2	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	 3	 0	 1	 1	 1	 0	 1
PD43401_8	2	1	0	0	0	0	2	0	0	2	2	1	0	0	0	1	1	0	0	1	0	0	0	8	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
PD43401_9	 2	 2	 0	 0	 1	 0	 0	 1	 0	 0	 0	 4	 1	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	12	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
PD43402_1	 4	 4	 1	 0	 0	 0	11	 2	 2	 5	 4	18	 1	 1	 0	 0	 0	 1	 0	 3	 2	 0	 2	58	 1	 3	 4	 0	 0	 0	 1	 4	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 4	 0	 0	 0	 2	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 1	 0	 1	 0	 0	 1	 0	 0	 1	 1	 0	 1	 3
