1:Del:C:0	1:Del:C:1	1:Del:C:2	1:Del:C:3	1:Del:C:4	1:Del:C:5	1:Del:T:0	1:Del:T:1	1:Del:T:2	1:Del:T:3	1:Del:T:4	1:Del:T:5	1:Ins:C:0	1:Ins:C:1	1:Ins:C:2	1:Ins:C:3	1:Ins:C:4	1:Ins:C:5	1:Ins:T:0	1:Ins:T:1	1:Ins:T:2	1:Ins:T:3	1:Ins:T:4	1:Ins:T:5	2:Del:R:0	2:Del:R:1	2:Del:R:2	2:Del:R:3	2:Del:R:4	2:Del:R:5	3:Del:R:0	3:Del:R:1	3:Del:R:2	3:Del:R:3	3:Del:R:4	3:Del:R:5	4:Del:R:0	4:Del:R:1	4:Del:R:2	4:Del:R:3	4:Del:R:4	4:Del:R:5	5:Del:R:0	5:Del:R:1	5:Del:R:2	5:Del:R:3	5:Del:R:4	5:Del:R:5	2:Ins:R:0	2:Ins:R:1	2:Ins:R:2	2:Ins:R:3	2:Ins:R:4	2:Ins:R:5	3:Ins:R:0	3:Ins:R:1	3:Ins:R:2	3:Ins:R:3	3:Ins:R:4	3:Ins:R:5	4:Ins:R:0	4:Ins:R:1	4:Ins:R:2	4:Ins:R:3	4:Ins:R:4	4:Ins:R:5	5:Ins:R:0	5:Ins:R:1	5:Ins:R:2	5:Ins:R:3	5:Ins:R:4	5:Ins:R:5	2:Del:M:1	3:Del:M:1	3:Del:M:2	4:Del:M:1	4:Del:M:2	4:Del:M:3	5:Del:M:1	5:Del:M:2	5:Del:M:3	5:Del:M:4	5:Del:M:5
PD43851_1	1	6	3	1	1	0	3	4	2	1	2	1	0	0	0	1	0	1	1	1	0	1	0	8	2	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	3	0	0	0	0
PD43851_10	 2	 4	 1	 1	 0	 0	 2	 2	 4	 6	 1	26	 1	 0	 1	 0	 0	 1	 0	 4	 1	 2	 0	87	 1	 2	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 7	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 3	 0	 2	 3	 1	 1	 1	 0	 0	 0	 0
PD43851_11	  2	  5	  3	  0	  1	  3	  3	  2	  6	  4	  4	 58	  6	  1	  0	  1	  0	  4	  0	  3	  1	  0	  2	117	  3	  5	  0	  0	  0	  1	  0	  6	  2	  0	  0	  0	  0	  1	  0	  0	  0	  0	  7	  1	  0	  0	  0	  0	  1	  2	  0	  0	  1	  4	  1	  2	  0	  1	  0	  0	  0	  1	  0	  0	  0	  0	  0	  8	  0	  0	  1	  0	  3	  2	  2	  0	  0	  2	  3	  2	  0	  0	  1
PD43851_12	 3	 1	 0	 0	 0	 0	 3	 2	 0	 2	 2	 5	 0	 0	 1	 0	 0	 2	 0	 3	 0	 0	 0	17	 1	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 2	 0	 0	 0	 0
PD43851_13	  4	  7	  3	  0	  1	  0	  7	  2	  3	  4	  5	 29	  1	  0	  0	  0	  0	  0	  2	  1	  1	  0	  0	116	  0	  2	  0	  0	  0	  0	  1	  1	  0	  0	  0	  0	  0	  1	  1	  0	  1	  0	  2	  2	  0	  0	  0	  0	  0	  2	  1	  0	  0	  2	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  3	  1	  0	  3	  0	  0	  0	  0	  1	  1	  0	  0	  0	  1	  4	  1	  2	  0	  1
PD43851_14	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
PD43851_15	 7	 3	 1	 2	 4	 0	 4	 5	 2	 5	 1	55	 4	 0	 1	 0	 0	 3	 2	 0	 2	 3	 1	99	 1	 3	 2	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 5	 0	 0	 0	 0	 5	 0	 0	 0	 0	 0	 2	 1	 0	 1	 1	 5	 1	 1	 0	 0	 0	 0	 1	 1	 0	 0	 1	 1	 1	 1	 0	 0	 0	 0	 5	 0	 4	 0	 1	 0	 3	 0	 0	 3	 0
PD43851_16	 8	 2	 5	 1	 0	 0	 1	 1	 3	 5	 4	22	 1	 1	 0	 0	 0	 3	 0	 2	 1	 0	 1	76	 1	 3	 2	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 4	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 3	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 1	 0	 2	 0	 1	 0	 2	 1	 1	 1	 2
PD43851_18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PD43851_2	 5	 4	 2	 2	 1	 1	 8	 1	 3	 4	 0	14	 1	 0	 1	 0	 0	 0	 2	 0	 1	 1	 3	39	 1	 1	 1	 0	 0	 0	 1	 1	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 3	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 1	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 4	 0	 1	 0	 0	 1	 2	 1	 1	 3	 0
PD43851_20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD43851_21	 1	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 3	 0	 1	 0	 0	 0	 0	 1	 2	 0	 0	 0	11	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0
PD43851_27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD43851_29	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD43851_3	 1	 3	 3	 1	 1	 0	 0	 2	 6	 2	 3	18	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 1	45	 0	 1	 1	 0	 0	 0	 1	 5	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 5	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 2	 0	 1	 2	 1	 0	 1	 0	 0	 1	 1
PD43851_31	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD43851_4	1	0	2	0	0	0	1	0	1	0	0	2	0	1	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1	0	0
PD43851_5	 2	 2	 1	 0	 0	 0	 2	 3	 3	 2	 2	 6	 0	 0	 0	 0	 0	 0	 1	 3	 0	 0	 0	11	 1	 3	 0	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 1	 0	 0	 0	 0	 1	 3	 1	 1	 0	 2
PD43851_6	  4	  3	  2	  1	  2	  1	  2	  2	  3	  5	  2	 29	  0	  0	  0	  0	  0	  1	  1	  3	  4	  2	  1	106	  2	  2	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  1	  1	  0	  2	  4	  1	  0	  0	  1	  0	  1	  1	  1	  0	  0	  0	  0	  1	  4	  0	  0	  0	  0	  5	  0	  1	  1	  0	  0	  3	  2	  2	  0	  0
PD43851_7	 7	 1	 3	 1	 1	 0	 4	 2	 2	 3	 2	 2	 2	 1	 0	 0	 0	 1	 2	 0	 1	 1	 0	24	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 1	 1	 0	 2	 0	 0	 0	 0	 0
PD43851_8	 0	 0	 1	 0	 0	 0	 2	 1	 1	 3	 2	 5	 0	 1	 0	 0	 0	 0	 0	 2	 1	 0	 0	16	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 5	 0	 0	 0	 0	 1	 0	 1	 0	 1	 0
PD43851_9	 1	 0	 0	 0	 0	 0	 4	 1	 1	 3	 3	11	 0	 0	 0	 0	 1	 0	 0	 1	 1	 1	 2	29	 2	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 3	 0	 1	 0	 1	 1	 1	 2	 0	 0	 0
PD43853_1	15	 7	 3	 7	 1	 1	 4	 4	 5	 4	 1	 8	 4	 0	 0	 0	 0	 1	 2	 5	 2	 3	 0	49	 9	 2	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 2	 2	 0	 1	 3	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 2	 0	 0	 0	 0	 3	 2	 2	 0	 0	 0	 1	 2	 0	 0	 0
PD43853_10	10	 5	 0	 1	 1	 1	 6	 3	 3	 3	 1	22	 1	 0	 0	 1	 0	 3	 1	 3	 0	 2	 1	56	 4	 1	 2	 0	 0	 0	 1	 3	 0	 0	 0	 0	 0	 1	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 1	 4	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 3	 0	 1	 0	 0	 1	 4	 3	 1	 0	 0
PD43853_11	10	 4	 3	 3	 2	 0	 4	 2	 2	 6	 4	20	 1	 0	 0	 0	 1	 2	 0	 3	 0	 2	 1	61	 1	 1	 1	 1	 0	 2	 1	 3	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 4	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 1	 1	 2	 0	 3	 2	 1	 0	 0
PD43853_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
PD43853_14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD43853_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PD43853_16	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PD43853_18	 2	 1	 0	 0	 0	 0	 0	 0	 0	 0	 1	 8	 1	 1	 0	 0	 0	 2	 1	 0	 0	 3	 0	17	 1	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 1
PD43853_19	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD43853_2	 3	 5	 1	 0	 2	 0	 2	 0	 3	 3	 2	 9	 0	 0	 0	 0	 0	 0	 0	 1	 2	 0	 0	43	 5	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 1	 0	 1	 0
PD43853_20	 1	 2	 0	 0	 1	 0	 3	 3	 0	 0	 0	 9	 1	 0	 0	 2	 0	 2	 3	 2	 2	 0	 0	20	 0	 2	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 2	 2	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 1	 0	 3	 0	 0	 0	 0	 0	 2	 0	 1	 0	 0
PD43853_21	 5	 4	 1	 1	 1	 3	 2	 2	 3	 2	 2	17	 4	 1	 0	 1	 0	 2	 1	 2	 0	 1	 1	68	 0	 1	 0	 1	 0	 0	 0	 3	 1	 1	 0	 0	 0	 2	 0	 0	 0	 1	 0	 2	 0	 0	 0	 0	 3	 1	 0	 1	 0	 2	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 2	 0	 0	 2	 0	 0	 2	 0	 1	 0	 0
PD43853_3	 6	 8	 2	 1	 0	 0	 3	 3	 1	 2	 3	 8	 3	 0	 0	 0	 0	 0	 2	 1	 2	 2	 0	22	 5	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 3	 1	 0	 0	 0	 0	 0	 0	 0	 1	 1	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 1	 1
PD43853_4	 3	 9	 4	 4	 1	 2	 0	 1	 1	 2	 0	10	 5	 0	 0	 0	 0	 0	 0	 2	 4	 0	 3	28	 9	 5	 0	 0	 0	 1	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 1	 1	 0	 1	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 0	 0	 3
PD43853_5	 9	10	 8	 1	 0	 1	 3	 5	 6	 1	 2	 3	 2	 0	 0	 1	 0	 3	 2	 1	 2	 2	 1	34	12	 1	 0	 0	 0	 0	 1	 1	 0	 1	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 4	 1	 0	 0	 0	 1	 1	 1	 0	 0	 1
PD43853_6	 6	10	10	 1	 4	 1	 4	 1	 2	 1	 2	14	 3	 0	 1	 0	 0	 3	 3	 3	 1	 2	 0	43	 4	 4	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 3	 0	 1	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 2	 0	 1	 0	 0	 1	 1	 0	 1	 2	 0
PD43853_7	 1	 2	 3	 2	 0	 1	 0	 0	 1	 0	 3	 6	 0	 0	 1	 0	 0	 0	 0	 1	 2	 0	 1	25	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 1	 0	 1	 0	 0	 0	 0	 0	 0	 1
PD43853_8	 1	 2	 0	 0	 1	 0	 2	 0	 1	 0	 0	 7	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	18	 1	 1	 0	 1	 0	 0	 0	 2	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 1	 0	 0	 0	 0	 0	 1	 1	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2
PD43853_9	 7	 3	 0	 2	 1	 0	 9	 0	 3	 2	 3	15	 0	 1	 0	 0	 1	 5	 3	 3	 0	 0	 1	81	 0	 3	 1	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 1	 2	 1	 0	 0	 0	 0	 1	 0	 0	 0	 3	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 2	 0	 0	 0	 1	 2	 2	 2	 1	 0	 0
PD43949_1	 1	 1	 0	 0	 0	 0	 3	 0	 0	 2	 2	16	 1	 1	 0	 0	 0	 2	 1	 4	 1	 0	 0	50	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 2	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 2	 0	 1	 0	 3	 0	 0	 0	 0
PD43949_10	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD43949_11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PD43949_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
PD43949_13	 1	 0	 0	 0	 0	 2	 2	 0	 2	 0	 1	 2	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	15	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1
PD43949_2	 1	 0	 1	 0	 0	 0	 1	 0	 0	 0	 2	10	 1	 0	 0	 0	 1	 0	 1	 0	 1	 1	 1	58	 0	 2	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
PD43949_3	 2	 0	 0	 1	 0	 0	 0	 0	 1	 2	 1	 6	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	25	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0
PD43949_4	 2	 1	 1	 0	 1	 1	 3	 0	 0	 0	 0	10	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	33	 0	 1	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0
PD43949_5	 2	 1	 1	 1	 0	 1	 2	 0	 0	 0	 2	10	 2	 0	 0	 0	 0	 1	 2	 1	 0	 0	 1	33	 0	 2	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 3	 0	 0	 0	 0	 1	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 1	 1	 1
PD43949_6	 0	 0	 0	 0	 0	 0	 1	 1	 0	 2	 0	 2	 0	 0	 0	 0	 0	 0	 0	 1	 0	 1	 1	19	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 0	 0
PD43949_7	 0	 1	 0	 0	 0	 0	 1	 1	 0	 1	 0	 1	 2	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	13	 1	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0
PD43949_9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	2
PD43950_1	 1	 1	 0	 0	 0	 1	 1	 0	 0	 0	 0	 7	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	13	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1
PD43950_10	 0	 0	 0	 0	 0	 0	 1	 1	 1	 0	 0	 3	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	12	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2
PD43950_11	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
PD43950_13	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PD43950_14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
