SBS1 SBS5 SBS18 SBS2 SBS13 SBS88 SBS35 SBS40 SBS41 SBS17b all_rtCa_toGT all_rtca all_CtoGT all_c rtCa_enrich all_ytCa_toGT all_ytca ytCa_enrich all_tCa_toGT all_tca tca_enrich all_tCw_toGT all_tcw tcw_enrich
PD45767_4 851.552580324542 1229.73467445575 196.712745219708 0 0 0 0 0 0 0 18 1299 1419 40061 0.391203511564433 30 2003 0.422843535964552 48 3375 0.401519693054577 100 7055 0.400168014428064
PD45767_2 593.664205597173 944.91030437374 108.425490029085 0 0 0 0 0 0 0 16 963 1020 29301 0.477283000427585 25 1463 0.490882956053235 41 2485 0.473957864836075 79 5105 0.444542835743504
PD45767_6 771.263196816251 1328.63556646245 257.101236721297 0 0 0 0 0 0 0 27 1392 1432 41122 0.557000698324022 34 2036 0.479548298229632 61 3510 0.499061341100447 128 7315 0.502489336596952
PD45767_23 75.4590457080928 70.7372857278041 26.8036685641031 0 0 0 0 0 0 0 3 99 112 3065 0.829274891774892 2 163 0.335780017528484 5 273 0.501210099424385 7 548 0.349566605839416
PD45767_8 1101.26678772614 1548.94411888811 328.789093385748 0 0 0 0 0 0 0 25 1691 1810 52548 0.429214136589223 31 2500 0.359997348066298 56 4295 0.378531891766734 118 9071 0.377663015706054
PD45767_7 800.376681224152 1441.79396417018 264.829354605667 0 0 0 0 0 0 0 30 1424 1571 44228 0.593106087155537 54 2088 0.728088851818521 84 3610 0.655078279974115 182 7779 0.658671287637341
PD45767_5 1017.88348095467 1368.27291395278 285.843605092552 0 0 0 0 0 0 0 20 1540 1665 47053 0.367013767013767 36 2257 0.450758600869367 56 3881 0.407772059614368 121 8105 0.421896023105153
PD45767_13 36.2376364626067 40.2670675555767 8.49529598181664 0 0 0 0 0 0 0 1 52 54 1484 0.528490028490028 3 77 1.07070707070707 4 130 0.845584045584046 4 260 0.422792022792023
PD45767_25 804.722466670244 1317.56884667419 247.387281667333 71.6774342040191 69.6439707842171 0 0 0 0 0 28 1447 1545 43580 0.545818488424885 73 2098 0.981467941420555 101 3630 0.784826196653205 193 7701 0.706917817170804
PD45767_9 839.968847010243 1252.65379171851 181.558285154325 79.2322579220837 68.5868181948368 0 0 0 0 0 42 1385 1542 42837 0.842430712610094 59 2088 0.784975662298552 101 3567 0.786598183303717 188 7462 0.699902071924469
PD45767_3 706.812979604713 1154.00287019251 168.184150202775 0 0 0 0 0 0 0 12 1186 1236 35826 0.293275921347763 28 1726 0.470215662230422 40 3006 0.385701089729925 91 6304 0.418412873934257
PD45767_24 142.627285591864 153.291104679511 42.0816097286253 0 0 0 0 0 0 0 2 195 210 5961 0.291135531135531 3 310 0.274700460829493 5 517 0.274523348991434 13 1066 0.34616724738676
PD45767_18 248.414730053254 277.447741886997 64.3371673658667 171.177707274435 215.622653419447 0 0 0 0 0 41 608 731 16572 1.52875476996184 121 930 2.94957857111337 162 1580 2.32442466536217 315 3397 2.10219284981075
PD45767_17 129.819833066122 145.523686706876 30.0359514562482 34.0256099254656 28.5949188452886 0 0 0 0 0 8 222 252 6400 0.915200915200915 22 319 1.75150519978106 30 555 1.37280137280137 58 1174 1.25469835861659
PD45767_12 43.5331397156519 41.1207587607945 21.3461015235535 0 0 0 0 0 0 0 0 68 58 1850 0 2 86 0.741780272654371 2 157 0.406325499670547 4 318 0.401214487096075
PD45769_1 1154.10186698144 1770.96755520809 273.930577810469 0 0 0 0 0 0 0 35 1793 2092 56209 0.52448362497454 91 2713 0.901230284889904 126 4625 0.731986357294197 252 9882 0.685172414994062
PD45769_4 973.704948825764 1364.73742083498 291.254412930671 162.444702722374 107.858514686209 0 0 0 0 0 45 1715 1894 50837 0.704284821486296 87 2479 0.941982132489469 132 4289 0.826071852480856 291 9029 0.865074031663548
PD45769_5 1222.32917372578 1570.11843814049 203.552388133724 0 0 0 0 0 0 0 34 1711 1914 52590 0.545996859707333 20 2449 0.224389457151598 54 4262 0.348130081540007 124 9037 0.377015009350275
PD45769_3 973.869552197238 1597.04247408056 231.087973722202 0 0 0 0 0 0 0 31 1553 1798 49135 0.545495925572307 42 2403 0.477635713978217 73 4067 0.490512366142967 146 8520 0.468289622794237
PD45769_2 985.91881846608 1563.97384864034 242.107332893583 0 0 0 0 0 0 0 18 1595 1783 48881 0.309385928052646 40 2315 0.47369383752721 58 4030 0.394558756605325 126 8447 0.408937360803575
PD45770_3 935.744175241197 1257.50098518975 253.664401509355 0 0 0 0 381.090438059696 0 0 30 1614 1756 49566 0.524658949454234 48 2323 0.583245489053213 78 4047 0.544027382132382 154 8544 0.50876689232423
PD45770_2 981.612564117184 1341.16801490362 243.962237358994 0 0 0 0 262.257183620206 0 0 28 1608 1708 49062 0.500183508686078 33 2386 0.397283823867172 61 4103 0.427056857351764 124 8636 0.412445370558188
PD45770_5 927.035042119718 1530.5754763151 335.389481565183 0 0 0 0 0 0 0 24 1643 1699 49222 0.423194052424952 41 2354 0.504595386461025 65 4104 0.458851210493043 124 8647 0.415453195176749
PD45770_1 982.393434593568 1154.55148680206 174.716876553938 0 0 0 0 496.33820205044 0 0 29 1644 1743 49333 0.499270980341247 42 2448 0.485599259784235 71 4196 0.478920038044046 129 8808 0.414526732855908
PD45770_4 910.009344957919 1472.07699197265 301.913663069429 0 0 0 0 0 0 0 33 1507 1661 47479 0.625939874405094 47 2291 0.586414498951608 80 3903 0.585899822656062 140 8265 0.48419144146359
PD45770_9 112.732367573041 106.418512389571 16.8491200373872 0 0 0 0 0 0 0 1 132 146 4035 0.209371108343711 0 206 0 1 344 0.0803400764574705 7 722 0.2679486206504
PD45771_2 1244.51019416695 1520.08499104765 253.404814785406 0 0 0 0 0 0 0 31 1750 1933 52925 0.485012194220678 28 2492 0.307637310578538 59 4386 0.368309055596878 129 9299 0.379824063098419
PD45771_5 1762.78869782359 1718.50265704316 541.708645133256 0 0 0 0 0 0 0 52 2345 2627 71534 0.603827564012555 53 3292 0.438397915653918 105 5799 0.493047348843273 206 12188 0.460243021741979
PD45771_6 1994.95017822584 1627.37848019203 504.671341582128 0 0 0 0 0 0 0 46 2366 2760 73965 0.521027049873204 45 3388 0.355947782454699 91 5907 0.412849346022773 179 12486 0.384190728398415
PD45771_4 1797.02513735055 1762.58909413811 523.385768511342 0 0 0 0 0 0 0 48 2391 2686 73424 0.548774210063613 61 3434 0.485580878178922 109 5990 0.497429694812774 211 12585 0.458312041039768
PD45771_3 1908.54442436797 2152.79583205199 744.659743580041 0 0 0 0 0 0 0 40 2734 2968 85141 0.419697450690812 72 4053 0.509601553007555 112 6975 0.460626225738825 240 14818 0.464618503248217
PD45771_1 1075.96036406131 1210.98740369743 275.052232241259 0 0 0 0 0 0 0 27 1477 1677 45812 0.499378060493458 28 2192 0.348950376280201 55 3773 0.398219088299772 131 7806 0.458446792072089
PD45771_9 567.683466788051 542.23711700491 164.079416207039 0 0 0 0 0 0 0 10 717 825 22621 0.38241832551456 17 1039 0.448633009595473 27 1798 0.411748407321266 61 3832 0.436477826279496
PD45771_11 160.783679077385 124.592282317457 21.6240386051583 0 0 0 0 0 0 0 1 156 214 5521 0.165378624490774 4 252 0.409508974929536 5 417 0.309341311997131 11 891 0.31850698050075
PD45773_4 847.795248706077 1754.61463377754 287.590117516386 0 0 0 0 0 0 0 38 1716 1759 50700 0.638275879890434 46 2447 0.541833661573046 84 4301 0.562926849514352 170 9035 0.542329070228752
PD45773_2 1009.33892356738 1904.70956594209 246.951510490526 0 0 0 0 0 0 0 41 1814 1938 55480 0.647037205179757 38 2705 0.402160124678337 79 4639 0.487512099040953 173 9741 0.508423059193907
PD45773_5 945.884504562823 1743.4672128353 290.648282601877 0 0 0 0 0 0 0 30 1728 1836 52415 0.495633245582183 30 2476 0.345902362021815 60 4327 0.395865148308765 134 9101 0.420337945577577
PD45773_6 892.041794789705 1792.22517543117 204.733029779129 0 0 0 0 0 0 0 32 1640 1792 50986 0.555161149825784 40 2515 0.452517040613462 72 4250 0.482010504201681 157 8943 0.499492944401847
PD45773_3 892.891069857295 1803.51001547349 238.598914669208 0 0 0 0 0 0 0 36 1736 1746 51190 0.607986127607012 38 2498 0.445997118427847 74 4345 0.499324446342585 156 9088 0.503265512317894
PD45773_1 1058.31242448331 1850.00981525336 319.677760263328 0 0 0 0 0 0 0 31 1817 1996 57026 0.487437726305666 32 2693 0.339489227247663 63 4634 0.388415804418505 150 9896 0.433055885416751
PD45773_10 91.9681128748354 130.96773832249 0 154.521884093615 295.54226470906 0 0 0 0 0 40 399 553 11606 2.10399416262174 131 685 4.01363762357941 171 1116 3.2158023683136 352 2340 3.15707021529806
PD45776_6 1430.4591873534 1783.05216564238 320.488647004217 0 0 0 0 0 0 0 28 2034 2211 62114 0.386729977537004 37 2916 0.356463411834704 65 5094 0.358471944095065 131 10796 0.340886007498296
PD45776_1 1447.98992173688 1722.65904465559 344.351033607531 0 0 0 0 0 0 0 23 1997 2224 61803 0.320054947529207 35 3000 0.324206384892086 58 5144 0.313329876534231 115 10824 0.29524654943451
PD45776_2 1095.811866023 1535.6776884855 303.510445491501 0 0 0 0 0 0 0 22 1759 1814 51213 0.353101673359813 19 2431 0.220653884023752 41 4308 0.268689748259437 98 9037 0.30615737652837
PD45776_4 1195.16639456856 1640.04236424462 307.791241186819 0 0 0 0 0 0 0 23 1765 1916 55472 0.377277969329398 35 2669 0.379662576039285 58 4558 0.368410493926117 115 9637 0.34548906084175
PD45776_5 1404.05177287656 1711.22814532396 430.720081799477 0 0 0 0 0 0 0 17 2081 2158 62394 0.236193656450368 32 2926 0.316203770864519 49 5165 0.274294527129293 122 10913 0.323226577513771
PD45776_3 1284.28981585854 1899.96838458598 364.741799555488 0 0 0 0 0 0 0 32 2059 2137 62582 0.455133232714019 41 2864 0.419233287933013 73 5046 0.423662993023844 128 10819 0.346471698367008
PD45778_4 1232.48886780085 1634.5480513834 317.239231241163 211.623666453701 117.100183120889 0 0 0 0 0 54 2063 2255 61281 0.711334428904153 133 3009 1.20118182039248 187 5187 0.979726050586128 353 11157 0.859818073308456
PD45778_1 857.687133905195 1084.38330071201 235.876297861839 152.639088810157 66.4141787107933 0 0 0 0 0 46 1369 1559 42083 0.907016025612493 79 2100 1.0154729832921 125 3549 0.950746183143677 239 7512 0.858821481097424
PD45778_3 1196.60602807679 1586.51404392247 340.121928566573 253.433601100936 218.32439833323 0 0 0 0 0 93 2101 2318 63185 1.20658370084667 157 3089 1.38542270982425 250 5356 1.27233067702128 456 11414 1.08899912962798
PD45778_2 811.596820092851 1291.78258586934 214.620594037813 0 0 0 0 0 0 0 27 1324 1433 40836 0.581129314833984 45 1957 0.655267597377104 72 3385 0.606137046058253 156 7184 0.618807087782884
PD45778_7 283.831360972012 335.394625114538 66.7740139134497 0 0 0 0 0 0 0 4 385 440 12165 0.287249114521842 8 591 0.374250115366867 12 1000 0.331772727272727 34 2106 0.446354571354571
PD46562_15 38.5949532680379 54.4522965272581 7.95275020470398 0 0 0 0 0 0 0 1 48 73 1751 0.499714611872146 2 92 0.521441334127457 3 146 0.492869206230062 6 316 0.455436101959424
PD46562_4 742.848702744733 894.321464178661 143.829833076606 0 0 0 0 0 0 0 19 1063 1168 31277 0.478632939857472 29 1480 0.524709019807479 48 2595 0.495320294560139 91 5469 0.445569768082618
PD46562_5 229.320963051482 673.679036948518 0 0 0 0 0 0 0 0 7 581 508 15256 0.361825253770989 13 825 0.473223574325937 20 1436 0.418265961880113 38 2875 0.396938034919548
PD46562_8 1015.8674995974 1523.1325004026 0 0 0 0 0 0 0 0 37 1555 1706 44180 0.616194780668192 48 2165 0.574156150416002 85 3833 0.574284098510223 165 8031 0.532060481344053
PD46562_14 231.06559765664 345.508498436693 58.4259039066665 0 0 0 0 0 0 0 6 373 407 11073 0.437636271416432 10 531 0.512361359818987 16 936 0.465066465066465 33 2015 0.445563677821742
PD46562_2 344.427933854438 331.39866191198 50.1734042335821 0 0 0 0 0 0 0 2 387 486 13038 0.138641656298848 5 595 0.225438323477539 7 1008 0.186299725651578 29 2189 0.355407790918679
PD46562_7 431.429654806345 515.504948903417 94.065396290237 0 0 0 0 0 0 0 9 578 678 18586 0.426845699237529 24 866 0.75971305360829 33 1489 0.607540845254581 48 3105 0.423775526199535
PD46562_11 702.447904740659 570.63770228535 0 0 0 0 0 325.914392973991 0 0 11 888 1049 28180 0.332770807032008 14 1332 0.282350987784734 25 2284 0.294042028184627 65 4856 0.359583850941432
PD46562_1 239.657199180288 219.049343505922 50.2934573137899 0 0 0 0 0 0 0 8 312 340 8804 0.66395173453997 8 388 0.533899332929048 16 726 0.570669259439313 21 1554 0.349920508744038
PD46562_3 211.06368672838 253.145528086616 37.7907851850039 0 0 0 0 0 0 0 7 291 327 8808 0.647939720672152 6 402 0.402026564425579 13 710 0.493190334668562 28 1518 0.496839153400781
PD46562_6 185.656316202206 248.948611846276 38.3950719515181 0 0 0 0 0 0 0 3 282 311 8104 0.277211466101115 7 396 0.460619052258924 10 702 0.371194840648217 25 1472 0.442559066126101
PD46562_12 36.2873954908133 49.0605387811637 9.65206572802306 0 0 0 0 0 0 0 0 50 61 1631 0 1 83 0.322141023108829 1 136 0.196600771456123 4 272 0.393201542912247
PD46563_1 1558.90649047061 1652.0332622621 390.060247267297 0 0 0 0 0 0 0 26 2073 2317 64483 0.34905450412553 43 3032 0.394692123036909 69 5248 0.365910157031275 152 11033 0.38341506261613
PD46563_25 1397.91631298132 1154.16023068386 346.923456334825 0 0 0 0 0 0 0 20 1657 1912 51676 0.32621842670754 31 2389 0.350708704995525 51 4148 0.332301598189176 99 8684 0.308117511356431
PD46563_2 1943.31683343374 1923.83434140854 868.848825157708 0 0 0 0 0 0 0 58 2780 2885 83795 0.60597608568258 47 3959 0.344813804231676 105 6933 0.439886249697213 209 14694 0.413122204821218
PD46563_22 1769.85888235713 1545.67848690506 531.462630737809 0 0 0 0 0 0 0 31 2155 2491 68269 0.394243219907211 50 3188 0.429834732515097 81 5494 0.404060295988018 163 11718 0.381227239704856
PD46563_7 2158.74136884166 1721.6334654352 706.625165723135 0 0 0 0 0 0 0 50 2655 2966 82040 0.520906748548839 39 3713 0.290532126466413 89 6524 0.377338013943433 179 13974 0.354312763294823
PD46563_6 1984.53508872784 1633.96746635128 613.497444920881 0 0 0 0 0 0 0 25 2364 2760 75434 0.289035103852473 38 3504 0.296399559923235 63 6029 0.285596789430795 149 12893 0.315856879983184
PD46563_18 2155.96995113756 1809.60940768054 791.420641181902 0 0 0 0 0 0 0 57 2644 3067 85043 0.597775623283728 63 3979 0.439027178307241 120 6803 0.4891089064305 252 14611 0.478239447672168
PD46563_13 2140.75104749372 1970.45949075941 723.789461746876 0 0 0 0 0 0 0 51 2819 3091 86031 0.503536626778886 52 4110 0.352141725329246 103 7125 0.402353998876194 237 14911 0.442382095808798
PD46563_10 1575.01346277152 1292.15756885771 610.828968370777 0 0 0 0 0 0 0 20 1929 2223 62136 0.289802146231712 45 2916 0.431349027840256 65 4980 0.364827731980554 133 10554 0.352239763268757
PD46563_5 2082.17364759903 1894.96984382955 657.856508571413 0 0 0 0 0 0 0 42 2627 2983 82616 0.442792369551044 55 3852 0.395446122698058 97 6672 0.402648983729543 207 14159 0.404900836832358
PD46563_24 792.036670046542 597.67641975351 245.28691019995 0 0 0 0 0 0 0 14 923 1077 28854 0.406365340101462 18 1340 0.359880264416081 32 2332 0.367630687491937 61 4973 0.328625832979986
PD46563_3 93.8227022957971 82.7728272017156 58.4044705024873 0 0 0 0 0 0 0 2 136 137 4061 0.435916702447402 3 214 0.415546763080701 5 360 0.411699107866991 9 710 0.37574791816593
PD46563_9 91.2025825028515 81.3768733772744 29.4205441198742 0 0 0 0 0 0 0 0 122 123 3666 0 2 167 0.356944647290784 2 297 0.200706249486737 5 607 0.245509703861454
PD46563_8 38.2860117733429 57.22153461224 10.492453614417 0 0 0 0 0 0 0 0 59 63 1839 0 3 92 0.951863354037267 3 158 0.554249547920434 7 338 0.604536489151874
PD46563_11 85.7956588723352 84.4692296643398 12.7351114633252 0 0 0 0 0 0 0 0 111 137 3351 0 6 149 0.98496056434625 6 268 0.547608671968624 17 555 0.749220753600316
PD46563_12 81.4890777482637 73.2174420386951 23.2934802130412 0 0 0 0 0 0 0 2 123 118 3143 0.433099076753479 1 141 0.188904916456305 3 275 0.290570107858243 9 563 0.425791010627089
PD46563_4 73.5469111318787 88.6552563302683 20.797832537853 0 0 0 0 0 0 0 3 101 115 3348 0.864743865690917 2 153 0.380562659846547 5 260 0.559866220735786 7 517 0.394180472626356
PD46565_7 515.577461614919 895.748020941294 199.829713548517 0 0 0 0 468.844803895268 0 0 31 1225 1071 35666 0.842734045999352 25 1806 0.460985427762836 56 3106 0.600414967446519 120 6620 0.603654150481945
PD46565_9 1016.34042546993 1309.39187037014 812.856406543905 0 0 0 0 0 245.41129761603 0 34 1928 1784 57668 0.570048657499581 44 2845 0.499931435056389 78 4899 0.514668043354689 184 10578 0.56228215426382
PD46565_8 0 842.231335025403 0 0 0 0 0 133.768664974598 0 0 12 552 359 15933 0.964817730410561 18 798 1.00108907365908 30 1381 0.964119093386368 57 3080 0.821348080888471
PD46565_10 2132.01406316183 2274.91593299281 865.070003845356 0 0 0 0 0 0 0 47 2999 3239 92495 0.447536747095178 82 4411 0.530865012382737 129 7622 0.483312552369285 262 16188 0.462184529371731
PD46565_2 1866.15892142202 1802.53248001814 725.30859855984 0 0 0 0 0 0 0 39 2598 2688 77407 0.432291237077972 42 3613 0.334759029892056 81 6402 0.364351297864507 160 13553 0.339966024039661
PD46565_3 2148.20476938619 1948.00177564921 823.7934549646 0 0 0 0 0 0 0 40 2842 3111 87081 0.393966518207057 65 4129 0.440648067984921 105 7171 0.409857581572193 195 15101 0.361453388393432
PD46565_1 1889.15044377427 1827.89221694784 699.957339277886 0 0 0 0 0 0 0 46 2472 2759 78024 0.526242447488713 42 3661 0.324433784236121 88 6289 0.395710512685727 189 13594 0.393179665911282
PD46565_13 1935.64797680162 2235.17569232488 1664.67094567178 0 0 0 0 0 394.50538520172 0 69 3513 3306 107517 0.638771056738699 68 5367 0.412051601218308 137 9133 0.487844483309067 295 19520 0.491492043155515
PD46565_5 1404.90488319627 1461.28500607229 682.810110731439 0 0 0 0 0 0 0 24 2032 2173 62135 0.337725703063003 42 2970 0.404361144812134 66 5139 0.367233163789854 152 10940 0.397285616814638
PD46565_11 450.863750469889 799.737925879324 501.044036298938 0 0 0 0 0 148.354287351849 0 21 1128 911 31734 0.648509937641591 22 1563 0.490309313972328 43 2766 0.541530248517159 97 5930 0.56980135980882
PD46565_6 1828.05967219649 1705.40672741478 834.53360038873 0 0 0 0 0 0 0 32 2496 2688 77085 0.367659684065934 34 3615 0.269718805572021 66 6262 0.302253601656249 159 13398 0.340328064023415
PD46565_25 32.6563629467048 190.503626798972 27.8842629770832 0 0 0 0 0 18.9557472772403 0 5 155 121 4532 1.20821114369501 5 249 0.752099306316174 10 412 0.909090909090909 17 897 0.709840883753927
PD46565_4 1740.951814469 1805.5560291222 546.492156408794 0 0 0 0 0 0 0 29 2224 2585 72409 0.365254198961914 50 3408 0.410962713742156 79 5821 0.380155689215696 183 12467 0.411169727926988
PD46565_22 24.6725705177745 165.967404468402 16.3600250138238 0 0 0 0 0 0 0 3 135 93 3596 0.859259259259259 4 177 0.873822975517891 7 322 0.840579710144927 13 693 0.725348725348725
PD46565_12 188.320618506224 730.684172813133 197.495475568664 0 0 0 0 208.045769478369 109.453963633611 0 13 846 600 23882 0.611635145784082 15 1284 0.464992211838006 28 2182 0.510766880537733 65 4635 0.558191298094211
PD46565_17 32.3237149385681 21.2470250250923 12.4292600363397 0 0 0 0 0 0 0 1 39 45 1137 0.647863247863248 0 51 0 1 91 0.277655677655678 3 205 0.369756097560976
PD46566_1 1273.98335509984 1147.34216600039 520.674478899772 0 0 0 0 0 0 0 29 1751 1880 52436 0.461937859217225 43 2424 0.494774770030194 72 4286 0.468545784890936 149 9013 0.461093078319496
PD46566_10 853.576176186334 736.919431371708 411.504392441959 0 0 0 0 0 0 0 22 1178 1227 35474 0.539936875867403 23 1657 0.401301632598657 45 2906 0.447695266685401 93 6036 0.44545036221141
PD46566_11 1039.01555516633 1003.2517072248 447.732737608878 0 0 0 0 0 0 0 13 1395 1519 43932 0.269520836430306 21 2071 0.293266460023987 34 3564 0.275908082359695 91 7749 0.339640078428434
PD46566_2 574.279780748918 750.370161658828 188.350057592253 0 0 0 0 0 0 0 13 887 942 26568 0.413359280190149 19 1314 0.40781781694442 32 2246 0.40183539314053 83 4675 0.50073095132668
PD46566_4 1317.91317001757 1081.70938027247 619.377449709959 0 0 0 0 0 0 0 18 1709 1913 53746 0.295911347844213 38 2464 0.433285415577627 56 4299 0.365975286682725 129 9104 0.398096756353026
PD46566_3 604.365189228155 725.36460156867 155.685858812939 0 0 0 0 0 95.5843503902364 0 28 903 1004 27594 0.852219030853331 26 1361 0.525044568236971 54 2339 0.634518786759759 114 4943 0.633862688029996
PD46566_5 65.0628746423069 81.3679599434955 17.5691654141976 0 0 0 0 0 0 0 0 112 109 2834 0 3 137 0.569343065693431 3 254 0.307086614173228 9 494 0.473684210526316
PD46566_6 75.0027244595682 95.6851555931054 48.3121199473264 0 0 0 0 0 0 0 6 124 121 3946 1.57797920554519 0 195 0 6 333 0.587595860323133 7 688 0.331803767057467
PD46568_1 934.115711967416 968.024588782991 227.859699249593 0 0 0 0 0 0 0 26 1218 1401 37961 0.57839638353557 18 1818 0.268273722447191 44 3120 0.382118084152345 83 6537 0.344032218949794
PD46568_7 817.445762012137 959.708224529428 167.846013458434 0 0 0 0 0 0 0 11 1064 1294 34620 0.276594693844348 26 1658 0.419547955395879 37 2814 0.351779411619316 84 5968 0.376567867368883
PD46568_25 302.334280708824 415.499821838887 71.1658974522896 0 0 0 0 0 0 0 5 463 497 13935 0.302788654171248 13 647 0.563364732444124 18 1136 0.444267718989996 28 2387 0.32889418623176
PD46568_2 913.447860896033 930.955828428133 292.596310675834 0 0 0 0 0 0 0 18 1152 1394 37862 0.424385760401722 25 1891 0.359078380033186 43 3133 0.372776767515333 86 6638 0.351885993559969
PD46568_26 219.766263384255 212.285140404834 43.9485962109107 0 0 0 0 0 0 0 5 288 320 8477 0.459906684027778 3 365 0.217731164383562 8 682 0.310740469208211 18 1462 0.326149965800274
PD46568_13 875.293256757016 929.433320023457 163.273423219526 0 0 0 0 0 0 0 22 1072 1291 35168 0.559048290692163 17 1558 0.297237018601178 39 2704 0.392897574927009 73 5883 0.338022368275353
PD46568_14 830.761290712558 947.658264646077 186.580444641363 0 0 0 0 0 0 0 9 1126 1267 34730 0.219094909584885 16 1572 0.278994479154742 25 2777 0.24676996378244 62 5907 0.287708628706808
PD46568_4 752.079704955086 955.592781996779 266.327513048135 0 0 0 0 0 0 0 16 1135 1208 34846 0.406640021005339 29 1622 0.515742767085031 45 2836 0.457711985914309 87 5913 0.424421495794988
PD46568_12 416.429561061828 482.985994602386 86.5844443357863 0 0 0 0 0 0 0 8 562 625 17439 0.3971871886121 11 850 0.361089882352941 19 1452 0.365114049586777 44 3002 0.40896255829447
PD46568_3 671.105316439397 769.870742461626 147.023941098978 0 0 0 0 0 0 0 11 889 1001 27915 0.345059889491836 20 1302 0.428373469848124 31 2264 0.381846510380079 60 4843 0.345493861909307
PD46568_9 306.92093352725 326.451268947264 90.627797525487 0 0 0 0 0 0 0 3 393 474 12841 0.206799368699069 9 595 0.409775555791937 12 1017 0.319654481410951 24 2152 0.302126958731354
PD46568_8 301.007881101129 299.642587585937 66.3495313129336 0 0 0 0 0 0 0 9 369 437 12030 0.67142936875593 10 558 0.493344159838587 19 955 0.547689506032324 38 1989 0.525936126959145
PD46568_27 377.551855826621 422.391285887164 66.0568582862145 0 0 0 0 0 0 0 4 533 553 15374 0.208638536517512 8 718 0.309761392656918 12 1288 0.259016319791538 32 2588 0.343753755684184
PD46568_6 380.775573478395 504.543488564422 79.6809379571834 0 0 0 0 0 0 0 6 551 622 16717 0.292662857943173 12 810 0.398166011670835 18 1394 0.347038525236775 34 2891 0.316081285639767
PD46568_5 341.853081053409 436.829986166764 76.3169327798271 0 0 0 0 0 0 0 5 482 566 15345 0.281237628843306 13 730 0.482804104748536 18 1239 0.393868872936969 42 2610 0.436273912513708
PD46568_20 485.230648356658 476.13434398871 128.635007654632 0 0 0 0 0 0 0 8 606 708 19369 0.361153064458988 10 900 0.303970495919648 18 1540 0.319761171032357 50 3275 0.417669383706387
PD46568_11 69.8586948153652 63.543347150708 18.5979580339268 0 0 0 0 0 0 0 1 69 98 2675 0.395593019816622 2 130 0.419937205651491 3 206 0.397513374281752 4 432 0.252739984882842
PD46568_24 245.30916827708 231.371374428688 38.3194572942318 0 0 0 0 0 0 0 3 309 349 9207 0.25612707597296 9 428 0.554742522025547 12 755 0.419302074043151 20 1537 0.34328027098523
PD46568_10 59.0998207115875 73.0726195445806 10.8275597438318 0 0 0 0 0 0 0 1 96 96 2587 0.280707465277778 2 115 0.468659420289855 3 217 0.372551843317972 7 439 0.429693432042521
PD46573_2 1064.9204358529 1033.74377279323 247.335791353867 0 0 0 0 0 0 0 17 1352 1532 41555 0.341064683207935 23 1893 0.329565501042042 40 3339 0.32494367929611 94 7174 0.355411112510291
PD46573_4 2093.62312328192 2330.52558499622 484.851291721849 0 0 0 0 0 0 0 50 2920 3205 86247 0.460790075438634 84 3989 0.56667129457803 134 7113 0.506953298798337 294 15086 0.52443200843505
PD46573_5 2398.28565875177 2206.53954504333 658.174796204897 0 0 0 0 0 0 0 51 3001 3462 93128 0.457148599224868 65 4470 0.391164151018989 116 7667 0.406991874439639 245 16199 0.406846975348379
PD46573_3 2350.31881980374 1948.7583336397 629.260218203469 245.627524889659 350.035103463425 0 0 0 0 0 130 3337 3762 99063 1.02584047499903 194 4616 1.10669669881336 324 8188 1.04198114640868 577 17238 0.881417403744148
PD46573_1 1345.10879786021 1456.54264722937 379.348554910421 0 0 0 0 0 0 0 37 1785 2030 55957 0.571375860689103 37 2587 0.394242717947448 74 4510 0.452286435179623 157 9739 0.444368915391218
PD46573_8 286.624972404652 264.396384873672 43.9786427216758 0 0 0 0 0 0 0 6 355 406 10536 0.438604038021231 7 492 0.369217830109336 13 868 0.388663140450841 30 1838 0.423570276108642
PD52486_16 340.70072801717 242.24909081501 131.387765030258 56.1748005686645 19.4876155688974 0 0 0 0 0 14 463 524 13890 0.801526717557252 24 663 0.959552347069186 38 1165 0.864626674966419 73 2436 0.794358477794908
PD52486_3 217.297526701752 177.092531108372 63.4632875213826 65.8312621664864 21.3153925020073 0 0 0 0 0 14 327 364 9549 1.12314749470713 29 516 1.47436429849221 43 861 1.31015239116284 79 1771 1.17021332704563
PD52486_8 425.019132753747 397.137068163271 147.843799082983 0 0 0 0 0 0 0 4 553 615 17470 0.205472000470457 9 778 0.328609944197128 13 1370 0.269550768500386 33 2945 0.318307176280591
PD52486_13 250.385370506635 170.126552082002 69.4170205258785 45.2601367795554 23.8109201059292 0 0 0 0 0 11 314 395 10124 0.897879545271305 26 460 1.44867363786461 37 803 1.18097640178445 62 1737 0.914843721533562
PD52486_5 268.875638839897 212.896052023197 81.3905473020148 62.5216733254338 33.3160885094573 0 0 0 0 0 11 402 449 11705 0.713332003678711 39 587 1.73201473651461 50 1024 1.27290245684855 86 2115 1.06001779631121
PD52486_2 203.232536024686 173.219307374788 59.5481566005253 0 0 0 0 0 0 0 4 212 284 7857 0.521990433165028 6 378 0.439134808853119 10 614 0.450578061201083 16 1356 0.326436495076655
PD52486_1 427.413904099665 363.497284810833 103.026976431087 86.9005621770229 40.1612724813916 0 0 0 0 0 16 591 707 18297 0.700636851212315 42 865 1.25659016768729 58 1492 1.00605018372385 119 3123 0.986132907238851
